actor_1_name,genres,score,actor_1_facebook_likes,Num
Robert Duvall,Action|Mystery|Sci-Fi|Thriller,5.9,3000,1
Ki Hong Lee,Action|Mystery|Sci-Fi|Thriller,6.8,988,1
Ivana Milicevic,Action|Mystery|Sci-Fi|Thriller,6.3,834,1
Ward G. Smith,Action|Horror|Thriller,5.5,393,1
Ty Burrell,Action|Horror|Thriller,7.4,6000,2
Sheryl Lee,Action|Horror|Thriller,6.1,2000,1
Scott Glenn,Action|Horror|Thriller,5.3,826,1
Rudy Youngblood,Action|Horror|Thriller,3.6,708,1
Quentin Tarantino,Action|Horror|Thriller,7.6,16000,1
Q'orianka Kilcher,Action|Horror|Thriller,4,679,1
Katharine Isabelle,Action|Horror|Thriller,5.8,918,1
Daniel Sharman,Action|Horror|Thriller,6.1,1000,1
Sanaa Lathan,Action|Horror|Sci-Fi|Thriller,5.6,886,1
Sam Trammell,Action|Horror|Sci-Fi|Thriller,4.7,1000,1
Peter Mensah,Action|Horror|Sci-Fi|Thriller,4.4,1000,1
Norman Reedus,Action|Horror|Sci-Fi|Thriller,6.7,12000,1
Noel Gugliemi,Action|Horror|Sci-Fi|Thriller,6.5,2000,1
Natasha Henstridge,Action|Horror|Sci-Fi|Thriller,5.8,900,1
Milla Jovovich,Action|Horror|Sci-Fi|Thriller,5.575,56000,4
Jay Laga'aia,Action|Horror|Sci-Fi|Thriller,6.5,125,1
Heather Locklear,Action|Horror|Sci-Fi|Thriller,6,695,1
Greg Grunberg,Action|Horror|Sci-Fi|Thriller,5.7,833,1
Frank Grillo,Action|Horror|Sci-Fi|Thriller,6.1,798,1
Frank Finlay,Action|Horror|Sci-Fi|Thriller,6.1,338,1
Shane Black,Action|Horror|Sci-Fi,7.8,1000,1
Ray Winstone,Action|Horror|Sci-Fi,3.8,1000,1
Milla Jovovich,Action|Horror|Sci-Fi,6.7,14000,1
Johnny Pacar,Action|Horror|Sci-Fi,3,1000,1
Jason Statham,Action|Horror|Sci-Fi,4.9,26000,1
Gary Dourdan,Action|Horror|Sci-Fi,6.3,1000,1
Charles S. Dutton,Action|Horror|Sci-Fi,6.4,534,1
Alex Russell,Action|Horror|Sci-Fi,5.2,465,1
Adam Baldwin,Action|Horror|Sci-Fi,6.2,2000,1
Clint Howard,Action|Horror|Romance|Sci-Fi|Thriller,5.9,1000,1
Matt Smith,Action|Horror|Romance,5.8,2000,1
Christie Burke,Action|Horror|Mystery|Thriller,3.8,380,1
Norman Reedus,Action|Horror|Mystery|Sci-Fi|Thriller,6.8,12000,1
Sanaa Lathan,Action|Horror,7.1,886,1
Mikal Vega,Action|Horror,3.4,741,1
Michael Jai White,Action|Horror,5.2,2000,1
Jason Momoa,Action|Horror,5.3,11000,1
Daniella Alonso,Action|Horror,5.1,557,1
Tony Cox,Action|Fantasy|Western,6.3,624,1
Sophia Myles,Action|Fantasy|Thriller,7,955,1
Nicolas Cage,Action|Fantasy|Thriller,5,36000,3
Caitlin Stasey,Action|Fantasy|Sci-Fi|Thriller,5.1,623,1
Christopher Lambert,Action|Fantasy|Romance|Sci-Fi,4.3,1000,1
Laura Ramsey,Action|Fantasy|Horror|Thriller,5.3,960,1
Julian Sands,Action|Fantasy|Horror|Thriller,6.2,687,1
John Saxon,Action|Fantasy|Horror|Thriller,6.6,506,1
Gerard Butler,Action|Fantasy|Horror|Thriller,4.9,18000,1
CCH Pounder,Action|Fantasy|Horror|Thriller,6.7,1000,1
Josh Wingate,Action|Fantasy|Horror|Sci-Fi|Thriller,5.7,865,1
Angus Scrimm,Action|Fantasy|Horror|Sci-Fi|Thriller,6.5,674,1
James Babson,Action|Fantasy|Horror|Sci-Fi,6.8,366,1
Viggo Mortensen,Action|Fantasy|Horror|Mystery|Thriller,6.6,10000,1
CCH Pounder,Action|Fantasy|Horror|Mystery,5.7,1000,1
Theo James,Action|Fantasy|Horror,6.4,5000,1
Rufus Sewell,Action|Fantasy|Horror,5.9,3000,1
Jeremy Renner,Action|Fantasy|Horror,6.1,10000,1
Dennis Quaid,Action|Fantasy|Horror,5.2,2000,1
Rupert Grint,Action|Fantasy,7.5,10000,1
Jon Hamm,Action|Fantasy,6.1,4000,1
Scott Porter,Action|Family|Sport,6.1,690,1
Shirley Henderson,Action|Family|Fantasy|Musical,4.4,887,1
Natalie Portman,Action|Drama|Western,5.8,20000,1
Clint Eastwood,Action|Drama|Western,8,16000,1
Viggo Mortensen,Action|Drama|War,5.8,10000,1
Tom Hanks,Action|Drama|War,8.6,15000,1
Richard Coyle,Action|Drama|War,5.6,567,1
Nicolas Cage,Action|Drama|War,6,12000,1
Min-sik Choi,Action|Drama|War,8.1,717,1
Lea Thompson,Action|Drama|War,6.4,1000,1
James Franco,Action|Drama|War,6.7,11000,1
Jake Gyllenhaal,Action|Drama|War,7.1,15000,1
Harrison Ford,Action|Drama|War,6.3,11000,1
Brad Pitt,Action|Drama|War,7.6,11000,1
Toby Stephens,Action|Drama|Thriller|War,7.4,769,1
Rosanna Arquette,Action|Drama|Thriller|War,5.7,605,1
Matt Damon,Action|Drama|Thriller|War,6.9,13000,1
Joaquim de Almeida,Action|Drama|Thriller|War,6.4,578,1
James Frain,Action|Drama|Thriller|War,4.4,1000,1
Denzel Washington,Action|Drama|Thriller|War,7.3,18000,1
Bruce Willis,Action|Drama|Thriller|War,6.6,13000,1
Russell Wong,Action|Drama|Thriller,8,595,1
Raymond Cruz,Action|Drama|Thriller,5.5,672,1
Pamela Reed,Action|Drama|Thriller,6.2,324,1
Natalie Portman,Action|Drama|Thriller,8.2,20000,1
Morgan Freeman,Action|Drama|Thriller,6.4,11000,1
Leonardo DiCaprio,Action|Drama|Thriller,7.1,29000,1
Kevin Spacey,Action|Drama|Thriller,6.6,18000,1
Kelly Carlson,Action|Drama|Thriller,4.7,472,1
John Savage,Action|Drama|Thriller,5.5,652,1
Jessica Barden,Action|Drama|Thriller,6.8,157,1
Jennifer Garner,Action|Drama|Thriller,7.1,3000,1
Dwayne Johnson,Action|Drama|Thriller,6.5,24000,2
Connie Nielsen,Action|Drama|Thriller,6.2,933,1
Colm Feore,Action|Drama|Thriller,6.2,539,1
Clifton Collins Jr.,Action|Drama|Thriller,6.9,968,1
Cliff Robertson,Action|Drama|Thriller,5.6,754,1
Christopher Heyerdahl,Action|Drama|Thriller,5.6,825,1
Channing Tatum,Action|Drama|Thriller,6.4,17000,1
Catherine Bell,Action|Drama|Thriller,5.8,636,1
Billy Burke,Action|Drama|Thriller,6.5,2000,1
Alexander Skarsg?rd,Action|Drama|Thriller,5.8,10000,1
Robert De Niro,Action|Drama|Sport|Thriller,5.8,22000,1
Tom Cruise,Action|Drama|Sport,5.9,10000,1
Sylvester Stallone,Action|Drama|Sport,4.5,13000,1
Michael Jai White,Action|Drama|Sport,5.8,2000,1
Joel Moody,Action|Drama|Sport,7.1,52,1
Djimon Hounsou,Action|Drama|Sport,6.6,3000,1
Matt Damon,Action|Drama|Sci-Fi|Thriller,6.6,13000,1
Martin Landau,Action|Drama|Sci-Fi|Thriller,4.9,940,1
Keanu Reeves,Action|Drama|Sci-Fi|Thriller,5.6,18000,1
Jim Broadbent,Action|Drama|Sci-Fi|Thriller,6.4,1000,1
James Franco,Action|Drama|Sci-Fi|Thriller,7.6,11000,1
Don Cheadle,Action|Drama|Sci-Fi|Thriller,5.4,3000,1
Claire Gordon-Harper,Action|Drama|Sci-Fi|Thriller,3.6,416,1
Christian Bale,Action|Drama|Sci-Fi|Thriller,7.5,23000,1
Chris Evans,Action|Drama|Sci-Fi|Thriller,7,11000,1
Hugh Jackman,Action|Drama|Sci-Fi|Sport,7.1,20000,1
Julie Benz,Action|Drama|Sci-Fi,7,3000,1
Connie Nielsen,Action|Drama|Sci-Fi,6,933,1
James Brown,Action|Drama|Romance|War,7.2,183,1
B?rbara Mori,Action|Drama|Romance|Thriller,6,594,1
Channing Tatum,Action|Drama|Romance|Sport,4,17000,1
Morgan Freeman,Action|Drama|Romance|Sci-Fi|Thriller,6.1,11000,1
Tom Cruise,Action|Drama|Romance,6.9,10000,1
Djimon Hounsou,Action|Drama|Romance,8.5,3000,1
Chen Chang,Action|Drama|Romance,7.9,103,1
Denzel Washington,Action|Drama|Mystery|Thriller|War,6.6,18000,1
Vanessa Williams,Action|Drama|Mystery|Thriller,6.1,1000,1
Matt Frewer,Action|Drama|Mystery|Sci-Fi,7.7,986,1
Jensen Ackles,Action|Drama|Mystery|Sci-Fi,7.4,10000,1
Bill Cobbs,Action|Drama|Music|Romance,6.1,970,1
Terry Kiser,Action|Drama|Horror|Thriller,5.9,448,1
Patrick Huard,Action|Drama|Horror|Thriller,6.6,50,1
Tom Cruise,Action|Drama|History|War,7.7,10000,1
Rod Steiger,Action|Drama|History|War,7.3,279,1
Richard Burton,Action|Drama|History|War,7.8,726,1
Liam Neeson,Action|Drama|History|War,6.8,14000,1
Joseph Cotten,Action|Drama|History|War,7.5,469,1
Jon Hamm,Action|Drama|History|War,7.1,4000,1
Heath Ledger,Action|Drama|History|War,7.1,13000,1
Andy Lau,Action|Drama|History|War,6.2,483,1
Nimrat Kaur,Action|Drama|History|Thriller|War,8.5,85,1
Michael Raymond-James,Action|Drama|History|Thriller,6.8,788,1
Tom Berenger,Action|Drama|History|Romance|War|Western,6.2,854,1
Jet Li,Action|Drama|History|Romance|War,7.1,5000,1
Jennifer Garner,Action|Drama|History|Romance|War,6.1,3000,1
Bingbing Fan,Action|Drama|History,6.9,556,1
Gerard Butler,Action|Drama|Fantasy|War,7.7,18000,1
Eva Green,Action|Drama|Fantasy|War,6.2,6000,1
Michael Fassbender,Action|Drama|Fantasy|Thriller|Western,4.7,13000,1
Eme Ikwuakor,Action|Drama|Fantasy|Sci-Fi,7,135,1
Sarah Michelle Gellar,Action|Drama|Fantasy|Romance,8.2,4000,1
Henry Cavill,Action|Drama|Fantasy|Romance,6.1,15000,1
Nicolas Cage,Action|Drama|Fantasy|Mystery|Thriller,3.1,24000,2
Rufus Sewell,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,7.7,3000,1
Dominic Cooper,Action|Drama|Fantasy|Horror|War,6.3,3000,1
Robert Forster,Action|Drama|Fantasy|Horror|Thriller,3.6,889,1
Michael Wincott,Action|Drama|Fantasy,7.6,720,1
Dong-gun Jang,Action|Drama|Fantasy,5.6,489,1
Martin Kove,Action|Drama|Family|Sport,7.2,1336,2
Yu-mi Jeong,Action|Drama,7.2,28,1
Will Smith,Action|Drama,6.4,10000,1
Spencer Wilding,Action|Drama,5.4,1000,1
Siu-Wong Fan,Action|Drama,6.5,79,1
Qi Shu,Action|Drama,6.4,1000,1
Michael Dudikoff,Action|Drama,4.7,615,1
Matthew Ziff,Action|Drama,5.6,260000,1
Kari J. Kramer,Action|Drama,5,731,1
David Keith,Action|Drama,4.1,563,1
Antoni Corone,Action|Drama,6.7,97,1
Zach Gilford,Action|Crime|Thriller,6.4,971,1
Tom Hardy,Action|Crime|Thriller,7.3,27000,1
Taylor Cole,Action|Crime|Thriller,5.6,969,1
Sylvester Stallone,Action|Crime|Thriller,6.4,13000,1
Steve Buscemi,Action|Crime|Thriller,6.8,12000,1
Stephen Root,Action|Crime|Thriller,6.6,939,1
Simon Yam,Action|Crime|Thriller,7.3,155,1
Sh? Kosugi,Action|Crime|Thriller,6.4,330,1
Robert De Niro,Action|Crime|Thriller,6.3,66000,3
Robert Clohessy,Action|Crime|Thriller,6.6,107,1
Richard Burgi,Action|Crime|Thriller,6.5,550,1
Rene Russo,Action|Crime|Thriller,6.7,808,1
Rebecca Budig,Action|Crime|Thriller,4.4,210,1
Quentin Tarantino,Action|Crime|Thriller,7.2,16000,1
Paul Walker,Action|Crime|Thriller,6.485714286,161000,7
Norman Reedus,Action|Crime|Thriller,7.1,24000,2
Nicolas Cage,Action|Crime|Thriller,5.933333333,36000,3
Muse Watson,Action|Crime|Thriller,6.3,45000,1
Mira Sorvino,Action|Crime|Thriller,6.1,978,1
Milla Jovovich,Action|Crime|Thriller,5.6,14000,1
Michael Jai White,Action|Crime|Thriller,5.7,2000,1
Matt Frewer,Action|Crime|Thriller,6.3,986,1
Luke Bracey,Action|Crime|Thriller,6.3,775,1
Liam Neeson,Action|Crime|Thriller,6.3,14000,1
Katrina Law,Action|Crime|Thriller,3.1,835,1
Joseph Gordon-Levitt,Action|Crime|Thriller,6.5,46000,2
Johnny Depp,Action|Crime|Thriller,6.4,40000,1
Jet Li,Action|Crime|Thriller,6.35,10000,2
Jason Statham,Action|Crime|Thriller,6.688888889,234000,9
Iko Uwais,Action|Crime|Thriller,7.6,1000,1
Hugh Jackman,Action|Crime|Thriller,6.5,20000,1
Ed Skrein,Action|Crime|Thriller,5.1,805,1
Denzel Washington,Action|Crime|Thriller,6.8,36000,2
Delroy Lindo,Action|Crime|Thriller,6,848,1
David Belle,Action|Crime|Thriller,7.2,510,1
Claudia Christian,Action|Crime|Thriller,4.6,462,1
Christian Bale,Action|Crime|Thriller,5.9,23000,1
Brad Pitt,Action|Crime|Thriller,7,11000,1
Blair Brown,Action|Crime|Thriller,6.1,310,1
Andy Lau,Action|Crime|Thriller,6.2,483,1
Andrew Fiscella,Action|Crime|Thriller,5.7,137000,1
Amber Stevens West,Action|Crime|Thriller,6,584,1
Aisha Tyler,Action|Crime|Thriller,6.8,856,1
Ray Winstone,Action|Crime|Sport|Thriller,5.3,2000,2
Yaphet Kotto,Action|Crime|Sci-Fi|Thriller,6.6,581,1
Talisa Soto,Action|Crime|Sci-Fi|Thriller,3.6,349,1
Nicolas Cage,Action|Crime|Sci-Fi|Thriller,7.3,12000,1
Mia Sara,Action|Crime|Sci-Fi|Thriller,5.8,664,1
Jason Statham,Action|Crime|Sci-Fi|Thriller,6.2,26000,1
Gary Oldman,Action|Crime|Sci-Fi|Thriller,6.2,20000,2
Denzel Washington,Action|Crime|Sci-Fi|Thriller,5.5,18000,1
Christopher Lambert,Action|Crime|Sci-Fi|Thriller,5.9,1000,1
CCH Pounder,Action|Crime|Sci-Fi|Thriller,3.9,1000,1
Alice Braga,Action|Crime|Sci-Fi|Thriller,6.3,1000,1
Charles Napier,Action|Crime|Sci-Fi,2.8,503,1
Will Patton,Action|Crime|Romance|Thriller,6.2,537,1
Jason Statham,Action|Crime|Romance|Thriller,6.2,26000,1
Jason Patric,Action|Crime|Romance|Thriller,3.7,673,1
Tom Skerritt,Action|Crime|Mystery|Thriller,5.5,1000,1
Tom Cruise,Action|Crime|Mystery|Thriller,7,20000,2
Michael Nyqvist,Action|Crime|Mystery|Thriller,8.1,690,1
Denzel Washington,Action|Crime|Mystery|Thriller,6.8,18000,1
Cicely Tyson,Action|Crime|Mystery|Thriller,5.1,907,1
Angelina Jolie Pitt,Action|Crime|Mystery|Thriller,6.4,11000,1
Sylvester Stallone,Action|Crime|Mystery|Sci-Fi|Thriller,6.7,13000,1
Natasha Henstridge,Action|Crime|Mystery|Romance|Thriller,5.4,900,1
Julia Roberts,Action|Crime|Mystery|Romance|Thriller,6.7,8000,1
Anna Gunn,Action|Crime|Horror|Thriller,6.2,1000,1
Michael J. Pollard,Action|Crime|Horror|Sci-Fi|Thriller,6.2,206,1
Scarlett Johansson,Action|Crime|Fantasy|Thriller,4.8,19000,1
Jennifer Garner,Action|Crime|Fantasy|Thriller,4.8,3000,1
Angelina Jolie Pitt,Action|Crime|Fantasy|Thriller,6.7,11000,1
Frances Conroy,Action|Crime|Fantasy|Romance|Thriller,3.3,827,1
Scott Glenn,Action|Crime|Drama|Western,7.2,826,1
Vanessa Williams,Action|Crime|Drama|Thriller|Western,6,1000,1
Jack Palance,Action|Crime|Drama|Thriller|Western,6.8,549,1
David Carradine,Action|Crime|Drama|Thriller|Western,6.3,926,1
Joseph Gordon-Levitt,Action|Crime|Drama|Thriller|War,6,23000,1
Wagner Moura,Action|Crime|Drama|Thriller,8.1,585,1
Vivica A. Fox,Action|Crime|Drama|Thriller,8,890,1
Vin Diesel,Action|Crime|Drama|Thriller,6.1,14000,1
Tyler Labine,Action|Crime|Drama|Thriller,6.1,779,1
Sylvester Stallone,Action|Crime|Drama|Thriller,5.1,13000,1
Sam Trammell,Action|Crime|Drama|Thriller,5.2,1000,1
Ryan Reynolds,Action|Crime|Drama|Thriller,6.7,16000,1
Ryan Gosling,Action|Crime|Drama|Thriller,6.7,33000,1
Roy Scheider,Action|Crime|Drama|Thriller,7.8,1626,2
Roddy McDowall,Action|Crime|Drama|Thriller,6.6,595,1
Robert De Niro,Action|Crime|Drama|Thriller,6.1,22000,1
Rami Malek,Action|Crime|Drama|Thriller,6.5,3000,1
Rachel Ann Mullins,Action|Crime|Drama|Thriller,4.6,31000,1
Paul Walker,Action|Crime|Drama|Thriller,6.233333333,69000,3
Nicolas Cage,Action|Crime|Drama|Thriller,5.5,12000,1
Nick Wechsler,Action|Crime|Drama|Thriller,7.1,666,1
Nicholas Gonzalez,Action|Crime|Drama|Thriller,4.6,601,1
Morgan Freeman,Action|Crime|Drama|Thriller,6.4,22000,2
Mireille Enos,Action|Crime|Drama|Thriller,5.7,2000,2
Melinda Clarke,Action|Crime|Drama|Thriller,7.7,787,1
Liam Neeson,Action|Crime|Drama|Thriller,6.6,14000,1
Laura Harring,Action|Crime|Drama|Thriller,6.5,669,1
Kristin Lehman,Action|Crime|Drama|Thriller,6.7,187,1
Keanu Reeves,Action|Crime|Drama|Thriller,6.8,18000,1
Kate Winslet,Action|Crime|Drama|Thriller,6.3,14000,1
Julie Benz,Action|Crime|Drama|Thriller,6,3000,1
Joseph Gilgun,Action|Crime|Drama|Thriller,7.2,788,1
Jordi Moll?,Action|Crime|Drama|Thriller,6.4,877,1
Jon Foo,Action|Crime|Drama|Thriller,7.1,778,1
Jet Li,Action|Crime|Drama|Thriller,6.2,10000,2
Jason Statham,Action|Crime|Drama|Thriller,6.05,52000,2
Jacek Koman,Action|Crime|Drama|Thriller,7.4,70,1
J.K. Simmons,Action|Crime|Drama|Thriller,6.75,48000,2
Henry Silva,Action|Crime|Drama|Thriller,7.5,251,1
Henry Ian Cusick,Action|Crime|Drama|Thriller,6.3,866,1
Hayden Christensen,Action|Crime|Drama|Thriller,5.2,4000,1
Harrison Ford,Action|Crime|Drama|Thriller,6.5,22000,2
Gerard Butler,Action|Crime|Drama|Thriller,5.9,18000,1
Gary Oldman,Action|Crime|Drama|Thriller,6.6,10000,1
Fabian Bolin,Action|Crime|Drama|Thriller,6.7,309,1
Dwayne Johnson,Action|Crime|Drama|Thriller,6.5,12000,1
Dominic Cooper,Action|Crime|Drama|Thriller,6.5,3000,1
Denzel Washington,Action|Crime|Drama|Thriller,7.7,18000,1
David Oyelowo,Action|Crime|Drama|Thriller,7,1000,1
Connie Nielsen,Action|Crime|Drama|Thriller,6,933,1
Cole Hauser,Action|Crime|Drama|Thriller,6.3,1574,2
Clint Eastwood,Action|Crime|Drama|Thriller,6.7,16000,1
Christian Bale,Action|Crime|Drama|Thriller,9,23000,1
Bruce Willis,Action|Crime|Drama|Thriller,6.266666667,39000,3
Brian Dennehy,Action|Crime|Drama|Thriller,6.3,954,1
Brian Bosworth,Action|Crime|Drama|Thriller,5.9,174,1
Bingbing Fan,Action|Crime|Drama|Thriller,7.1,556,1
Bill Duke,Action|Crime|Drama|Thriller,7.1,1000,1
Alexa PenaVega,Action|Crime|Drama|Thriller,5.4,2000,1
Akon,Action|Crime|Drama|Thriller,5.6,262,1
Abhishek Bachchan,Action|Crime|Drama|Thriller,6.2,374,1
Fisher Stevens,Action|Crime|Drama|Sport,6.1,922,1
Joseph Gordon-Levitt,Action|Crime|Drama|Sci-Fi|Thriller,7.4,23000,1
Hugh Jackman,Action|Crime|Drama|Sci-Fi|Thriller,6.9,20000,1
Vivica A. Fox,Action|Crime|Drama|Romance|Thriller,6.8,890,1
Sylvester Stallone,Action|Crime|Drama|Romance|Thriller,5.4,13000,1
Kieran Culkin,Action|Crime|Drama|Romance|Thriller,5.5,1000,1
Emir Kusturica,Action|Crime|Drama|Romance|Thriller,6.6,2000,1
Carlos Gallardo,Action|Crime|Drama|Romance|Thriller,6.9,121,1
Brad Pitt,Action|Crime|Drama|Romance|Thriller,8,11000,1
Will Smith,Action|Crime|Drama|Mystery|Thriller,7.3,10000,1
Tate Donovan,Action|Crime|Drama|Mystery|Thriller,7.2,650,1
Robert De Niro,Action|Crime|Drama|Mystery|Thriller,6,22000,1
Ray Winstone,Action|Crime|Drama|Mystery|Thriller,5.8,1000,1
Naomi Watts,Action|Crime|Drama|Mystery|Thriller,6.5,6000,1
Mila Kunis,Action|Crime|Drama|Mystery|Thriller,5.4,15000,1
Melina Kanakaredes,Action|Crime|Drama|Mystery|Thriller,6.7,394,1
Mar?a Valverde,Action|Crime|Drama|Mystery|Thriller,5.7,892,1
Kevin Spacey,Action|Crime|Drama|Mystery|Thriller,7.3,18000,1
Ken Howard,Action|Crime|Drama|Mystery|Thriller,5.8,649,1
Kathleen Quinlan,Action|Crime|Drama|Mystery|Thriller,6.9,551,1
Josh Charles,Action|Crime|Drama|Mystery|Thriller,6.9,1000,1
Jimmy Bennett,Action|Crime|Drama|Mystery|Thriller,6.6,87000,1
Janet Leigh,Action|Crime|Drama|Mystery|Thriller,7,606,1
Edgar Arreola,Action|Crime|Drama|Mystery|Thriller,7.6,455,1
Don Johnson,Action|Crime|Drama|Mystery|Thriller,7.5,982,1
Connie Nielsen,Action|Crime|Drama|Mystery|Thriller,6.5,933,1
Clint Eastwood,Action|Crime|Drama|Mystery|Thriller,6.4,16000,1
Chris Klein,Action|Crime|Drama|Mystery|Thriller,3.7,841,1
Chris Hemsworth,Action|Crime|Drama|Mystery|Thriller,5.4,26000,1
Chris Evans,Action|Crime|Drama|Mystery|Thriller,6.4,11000,1
Byron Mann,Action|Crime|Drama|Mystery|Thriller,6,258,1
Gary Oldman,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,6.3,10000,1
Karl Malden,Action|Crime|Drama|Mystery,7.3,416,1
Matthew McConaughey,Action|Crime|Drama|History|Western,6,11000,1
Stacy Keach,Action|Crime|Drama,5.6,602,1
Rapulana Seiphemo,Action|Crime|Drama,7.8,29,1
Norman Reedus,Action|Crime|Drama,5.6,12000,1
Keri Maletto,Action|Crime|Drama,4.3,569,1
Hayley Atwell,Action|Crime|Drama,6.1,2000,1
Michael Wong,Action|Crime,5.3,91,1
Dwayne Johnson,Action|Crime,6.2,12000,1
Bolo Yeung,Action|Crime,5.5,633,1
Anthony L. Fernandez,Action|Crime,4.9,640,1
Christopher Lee,Action|Comedy|War,5.9,16000,1
Bill Murray,Action|Comedy|War,6.9,13000,1
Paul Sorvino,Action|Comedy|Thriller,4.8,635,1
Jamie Lee Curtis,Action|Comedy|Thriller,7.2,2000,1
Gregory Smith,Action|Comedy|Thriller,6.1,694,1
Bashar Rahal,Action|Comedy|Thriller,5.7,603,1
Will Ferrell,Action|Comedy|Sport,6.6,8000,1
Wei Zhao,Action|Comedy|Sport,7.3,478,1
Salma Hayek,Action|Comedy|Sport,6.5,4000,1
Will Smith,Action|Comedy|Sci-Fi|Western,4.8,10000,1
John Boyega,Action|Comedy|Sci-Fi|Thriller,6.6,1000,1
Drake Bell,Action|Comedy|Sci-Fi|Thriller,4.5,1000,1
Sylvester Stallone,Action|Comedy|Sci-Fi|Sport,6.2,13000,1
Will Forte,Action|Comedy|Sci-Fi,5.7,1244,2
Rosario Dawson,Action|Comedy|Sci-Fi,3.8,3000,1
Romany Malco,Action|Comedy|Sci-Fi,5.3,966,1
Natalie Portman,Action|Comedy|Sci-Fi,6.3,20000,1
Naomi Watts,Action|Comedy|Sci-Fi,5.2,6000,1
Michael Smiley,Action|Comedy|Sci-Fi,7,177,1
Margot Kidder,Action|Comedy|Sci-Fi,4.9,593,1
Tom Selleck,Action|Comedy|Romance|Thriller,5.4,19000,1
Karisma Kapoor,Action|Comedy|Romance|Thriller,2.8,353,1
Tom Hardy,Action|Comedy|Romance,6.3,27000,1
Tom Cruise,Action|Comedy|Romance,6.3,10000,1
Jordana Brewster,Action|Comedy|Romance,5.3,4000,1
Jasper Cole,Action|Comedy|Romance,5.5,1000,1
Gerard Butler,Action|Comedy|Romance,5.5,18000,1
Bradley Cooper,Action|Comedy|Romance,6.1,14000,1
Johnny Depp,Action|Comedy|Mystery|Romance,5.5,40000,1
Bill Bailey,Action|Comedy|Mystery,7.9,175,1
Damon Wayans Jr.,Action|Comedy|Music,3.5,756,1
Krista Allen,Action|Comedy|Horror|Thriller,6.4,164000,1
Phoebe Legere,Action|Comedy|Horror|Sci-Fi,5.1,40,1
Patrick Kilpatrick,Action|Comedy|Horror|Sci-Fi,6.2,488,1
Scarlett Johansson,Action|Comedy|Horror,5.4,19000,1
Rachel Skarsten,Action|Comedy|Horror,6,371,1
Oliver Platt,Action|Comedy|Horror,5.6,1000,1
Jason K. Wixom,Action|Comedy|Horror,3.5,214,1
Judy Greer,Action|Comedy|Fantasy|Sci-Fi,6,2000,1
Janeane Garofalo,Action|Comedy|Fantasy|Sci-Fi,6,1000,1
Ed Begley Jr.,Action|Comedy|Fantasy|Sci-Fi,5.5,1566,2
Anna Kendrick,Action|Comedy|Fantasy|Romance,7.5,10000,1
MyAnna Buring,Action|Comedy|Fantasy|Horror,5.2,513,1
Ryan Reynolds,Action|Comedy|Fantasy,5.6,16000,1
Julian Sands,Action|Comedy|Fantasy,5.2,687,1
Jaime King,Action|Comedy|Fantasy,5.5,961,1
Jack McBrayer,Action|Comedy|Family|Fantasy,4.3,975,1
Carol Ann Susi,Action|Comedy|Family|Fantasy,5.2,3000,1
Victor Wong,Action|Comedy|Family,4.3,400,1
Madeline Carroll,Action|Comedy|Family,5.4,1000,1
Tyler Mane,Action|Comedy|Drama|Western,6.5,764,1
Eddie Izzard,Action|Comedy|Drama|War,4.5,776,1
Nicole Dionne,Action|Comedy|Drama|Thriller,5.7,94,1
Jim Gaffigan,Action|Comedy|Drama|Thriller,5.3,472,1
Eddie Griffin,Action|Comedy|Drama|Sci-Fi,4.9,489,1
Mike Starr,Action|Comedy|Drama|Music,6.9,854,1
Vin Diesel,Action|Comedy|Drama|Family|Thriller,5.5,14000,1
Minnie Driver,Action|Comedy|Drama,6.2,893,1
Bam Margera,Action|Comedy|Documentary,7.1,1216,2
Salma Hayek,Action|Comedy|Crime|Western,5.7,4000,1
Will Smith,Action|Comedy|Crime|Thriller,6.6,10000,1
Tzi Ma,Action|Comedy|Crime|Thriller,6.2,268,1
Sylvester Stallone,Action|Comedy|Crime|Thriller,6.3,13000,1
Robert De Niro,Action|Comedy|Crime|Thriller,7.6,22000,1
Peter Greene,Action|Comedy|Crime|Thriller,6.3,789,1
Mike Epps,Action|Comedy|Crime|Thriller,5.7,706,1
Mei Melan?on,Action|Comedy|Crime|Thriller,6.6,191,1
Meat Loaf,Action|Comedy|Crime|Thriller,6.3,783,1
Louis Lombardi,Action|Comedy|Crime|Thriller,5.5,437,1
Jon Lovitz,Action|Comedy|Crime|Thriller,5.9,11000,1
Heather Locklear,Action|Comedy|Crime|Thriller,6.1,695,1
Harrison Ford,Action|Comedy|Crime|Thriller,5.3,11000,1
Fisher Stevens,Action|Comedy|Crime|Thriller,5.5,922,1
Dean Stockwell,Action|Comedy|Crime|Thriller,6.4,936,1
Daniel Roebuck,Action|Comedy|Crime|Thriller,5.3,1000,1
Colm Feore,Action|Comedy|Crime|Thriller,7,539,1
Cary-Hiroyuki Tagawa,Action|Comedy|Crime|Thriller,6,1000,1
Bruce Willis,Action|Comedy|Crime|Thriller,6.9,26000,2
Bokeem Woodbine,Action|Comedy|Crime|Thriller,6.1,904,1
Bill Murray,Action|Comedy|Crime|Thriller,6.6,13000,1
Bill Duke,Action|Comedy|Crime|Thriller,5.2,1000,1
