actor_1_name,genres,score,actor_1_facebook_likes,Num
Jeffrey Jones,Comedy|Sport,2,692,1
Gary Cole,Comedy|Sport,6.7,1978,2
Corbin Bernsen,Comedy|Sport,7.2,1000,1
Bill Murray,Comedy|Sport,7.15,26000,2
Adam Sandler,Comedy|Sport,6.55,22000,2
Victoria Jackson,Comedy|Short,6.9,338,1
Jon Lovitz,Comedy|Sci-Fi|Thriller,5.2,11000,1
Woody Allen,Comedy|Sci-Fi,7.3,11000,1
Trey Parker,Comedy|Sci-Fi,6.2,406,1
Stephen Macht,Comedy|Sci-Fi,3.4,113,1
Louis Lombardi,Comedy|Sci-Fi,4.8,436,1
Julian Glover,Comedy|Sci-Fi,3.1,844,1
Judy Greer,Comedy|Sci-Fi,5.6,2000,1
Charlie McDermott,Comedy|Sci-Fi,6.4,496,1
Bernadette Peters,Comedy|Sci-Fi,4.2,753,1
Adam Scott,Comedy|Sci-Fi,5.1,3000,1
Rami Malek,Comedy|Romance|Thriller,4.1,3000,1
Kirsten Dunst,Comedy|Romance|Thriller,6.5,4000,1
Kirsten Dunst,Comedy|Romance|Sport,6.3,4000,1
Justin Timberlake,Comedy|Romance|Sport,3.8,3000,1
Jon Lovitz,Comedy|Romance|Sport,5.6,11000,1
John Enos III,Comedy|Romance|Sport,7.3,465,1
Gerard Butler,Comedy|Romance|Sport,5.7,18000,1
Dylan Moran,Comedy|Romance|Sport,6.6,427,1
Common,Comedy|Romance|Sport,5.8,988,1
Richard Epcar,Comedy|Romance|Sci-Fi|Thriller,5.9,782,1
Rainn Wilson,Comedy|Romance|Sci-Fi,5.1,973,1
Larry Miller,Comedy|Romance|Sci-Fi,4.3,611,1
Jon Lovitz,Comedy|Romance|Sci-Fi,5.2,11000,1
John de Lancie,Comedy|Romance|Sci-Fi,6,905,1
Jada Pinkett Smith,Comedy|Romance|Sci-Fi,5.6,851,1
Woody Allen,Comedy|Romance,7.033333333,33000,3
Will Smith,Comedy|Romance,6.6,10000,1
Will Rothhaar,Comedy|Romance,6.3,386,1
Will Ferrell,Comedy|Romance,5,8000,1
Vanessa Williams,Comedy|Romance,4.8,1000,1
Tyler James Williams,Comedy|Romance,5.3,931,1
Treat Williams,Comedy|Romance,6.1,642,1
Tori Spelling,Comedy|Romance,5.7,396,1
Topher Grace,Comedy|Romance,5.6,2000,1
Todd Stashwick,Comedy|Romance,5.6,277,1
Tina Fey,Comedy|Romance,6,2000,1
Thomas Lennon,Comedy|Romance,5.6,651,1
Thomas F. Wilson,Comedy|Romance,3.1,690,1
Taran Killam,Comedy|Romance,5.4,500,1
Stockard Channing,Comedy|Romance,5.9,944,1
Steve Carell,Comedy|Romance,6.2,14000,2
Steve Buscemi,Comedy|Romance,5.8,12000,1
Simon Bird,Comedy|Romance,8.4,229,1
Simon Abkarian,Comedy|Romance,6.9,75,1
Sid Caesar,Comedy|Romance,6.7,898,1
Sayed Badreya,Comedy|Romance,6.4,600,1
Sarah Silverman,Comedy|Romance,7.1,931,1
S. Epatha Merkerson,Comedy|Romance,6.5,539,1
Ryan Reynolds,Comedy|Romance,6.4,16000,1
Rosario Dawson,Comedy|Romance,6.5,3000,1
Romany Malco,Comedy|Romance,5.7,966,1
Robin Williams,Comedy|Romance,5.3,49000,1
Robert De Niro,Comedy|Romance,6.025,88000,4
Rob Riggle,Comedy|Romance,6.3,839,1
Rip Torn,Comedy|Romance,5.2,826,1
Radha Mitchell,Comedy|Romance,6.4,991,1
Rachel Griffiths,Comedy|Romance,5.9,578,1
Philip Seymour Hoffman,Comedy|Romance,5.9,22000,1
Peter Dinklage,Comedy|Romance,6,22000,1
Paul Walker,Comedy|Romance,5.8,23000,1
Ornella Muti,Comedy|Romance,6.3,385,1
Olivia Munn,Comedy|Romance,4.9,2000,1
Nia Vardalos,Comedy|Romance,5.9,567,1
Natalie Portman,Comedy|Romance,6.2,20000,1
Mo'Nique,Comedy|Romance,6.1,939,1
Minnie Driver,Comedy|Romance,6.9,893,1
Mila Kunis,Comedy|Romance,6.2,30000,2
Mike Vogel,Comedy|Romance,6.4,2000,1
Matthew Perry,Comedy|Romance,5.7,4000,2
Matthew McConaughey,Comedy|Romance,5.8,22000,2
Matt Lucas,Comedy|Romance,6.8,722,1
Mathieu Kassovitz,Comedy|Romance,8.4,326,1
Mark Margolis,Comedy|Romance,4.9,1000,1
Mackenzie Davis,Comedy|Romance,6.1,363,1
LL Cool J,Comedy|Romance,3.8,1000,1
Linda Cardellini,Comedy|Romance,6.2,2000,1
Lilli Lavine,Comedy|Romance,6.9,11,1
Larry David,Comedy|Romance,7.2,860,1
Kristen Seavey,Comedy|Romance,3.3,370,1
Kirsten Dunst,Comedy|Romance,5.3,4000,1
Kate Winslet,Comedy|Romance,6.9,14000,1
Julia Roberts,Comedy|Romance,5.82,40000,5
Judy Greer,Comedy|Romance,6.1,2000,1
Judith Chapman,Comedy|Romance,5.1,44,1
Jon Hamm,Comedy|Romance,5,4000,1
Joe Lo Truglio,Comedy|Romance,6.1,833,1
Jessy Schram,Comedy|Romance,6.2,813,1
Jennifer Lafleur,Comedy|Romance,6.8,873,1
Jennifer Esposito,Comedy|Romance,5.5,911,1
Jenna Fischer,Comedy|Romance,5.9,966,1
Jake Gyllenhaal,Comedy|Romance,4,15000,1
Jaime King,Comedy|Romance,5.3,960,1
Jack McGee,Comedy|Romance,5.4,238,1
Jack Davenport,Comedy|Romance,6.1,1000,1
J.K. Simmons,Comedy|Romance,6,72000,3
Hugh M. Hefner,Comedy|Romance,5.1,373,1
Hugh Jackman,Comedy|Romance,6.1,20000,1
Harold Ramis,Comedy|Romance,7,11000,1
Hansika Motwani,Comedy|Romance,5.1,141,1
Gerry Bednob,Comedy|Romance,6.6,218,1
Gerard Butler,Comedy|Romance,6.5,18000,1
Frances Fisher,Comedy|Romance,5.9,638,1
Frances Conroy,Comedy|Romance,6.5,827,1
Ethan Suplee,Comedy|Romance,7.2,1000,1
Ethan Embry,Comedy|Romance,6.3,1964,2
Eric Mabius,Comedy|Romance,6.3,637,1
Emmanuelle Vaugier,Comedy|Romance,5.6,1000,1
Emma Stone,Comedy|Romance,6.3,30000,2
Eddie Cibrian,Comedy|Romance,4.9,849,1
Dyan Cannon,Comedy|Romance,6.5,267,1
Drew Fuller,Comedy|Romance,3.9,906,1
Dorian Missick,Comedy|Romance,6.1,1000,1
Donald Glover,Comedy|Romance,5.8,801,1
Donald Faison,Comedy|Romance,5.65,1854,2
Don Johnson,Comedy|Romance,6,982,1
Derick Martini,Comedy|Romance,7.6,20000,1
Del Zamora,Comedy|Romance,4.4,752,1
David Paymer,Comedy|Romance,5.6,372,1
Dany Boon,Comedy|Romance,6.7,344,2
Danny Strong,Comedy|Romance,6.3,714,1
Danneel Ackles,Comedy|Romance,5.3,1000,1
Dane Cook,Comedy|Romance,5.666666667,3000,3
Colin Firth,Comedy|Romance,6.7,14000,1
Colin Ferguson,Comedy|Romance,5.6,747,1
Claudette Colbert,Comedy|Romance,8.2,380,1
Chris Noth,Comedy|Romance,7,962,1
Chris Evans,Comedy|Romance,6,11000,1
Chris Brown,Comedy|Romance,6.6,997,1
Cheech Marin,Comedy|Romance,3.6,844,1
Channing Tatum,Comedy|Romance,6.4,17000,1
Carmen Electra,Comedy|Romance,4.6,869,1
Carlos Ponce,Comedy|Romance,4.8,591,1
Callie Thorne,Comedy|Romance,4.4,472,1
Busy Philipps,Comedy|Romance,5.8,1000,1
Bruce Greenwood,Comedy|Romance,3.6,990,1
Bradley Cooper,Comedy|Romance,5.725,56000,4
Bianca Kajlich,Comedy|Romance,7.3,732,1
Bhama,Comedy|Romance,7.1,5,1
Bernie Mac,Comedy|Romance,5.9,1000,1
Bella Thorne,Comedy|Romance,6.5,35000,1
Barry Corbin,Comedy|Romance,6.7,883,1
Anne Hathaway,Comedy|Romance,5.4,11000,1
Annabella Sciorra,Comedy|Romance,6.1,896,2
Angelina Jolie Pitt,Comedy|Romance,5.8,11000,1
Andy Dick,Comedy|Romance,5.3,302,1
Amy Schumer,Comedy|Romance,6.3,492,1
Amy Poehler,Comedy|Romance,5.7,1000,1
America Ferrera,Comedy|Romance,4.9,953,1
Alyson Hannigan,Comedy|Romance,4.5,6000,2
Alison Brie,Comedy|Romance,6.15,4000,2
Alan Ruck,Comedy|Romance,5.3,946,1
Adrian Martinez,Comedy|Romance,5.9,806,1
Adam Scott,Comedy|Romance,5.95,6000,2
Adam Sandler,Comedy|Romance,6.6,22000,2
Mary Kate Wiles,Comedy|Mystery|Thriller,8.3,84,1
Janeane Garofalo,Comedy|Mystery|Sci-Fi|Thriller,5.5,1000,1
Monica Potter,Comedy|Mystery|Romance,5.4,878,1
Jerry Mathers,Comedy|Mystery|Romance,7.2,282,1
Scarlett Johansson,Comedy|Mystery,6.4,19000,1
Jennifer Garner,Comedy|Mystery,5.5,3000,1
Rita Moreno,Comedy|Musical|Romance,8.3,804,1
Natasha Lyonne,Comedy|Musical|Romance,6.8,1000,1
Kate Winslet,Comedy|Musical|Romance,6.3,14000,1
Ginger Rogers,Comedy|Musical|Romance,7.75,1220,2
Anika Noni Rose,Comedy|Musical|Romance,2.1,525,1
Abhishek Bachchan,Comedy|Musical|Romance,3.3,374,1
Paul McCartney,Comedy|Musical,7.7,785,1
Jon Lovitz,Comedy|Musical,6.4,11000,1
Esther Williams,Comedy|Musical,6.5,675,1
Dolly Parton,Comedy|Musical,5.8,1000,1
Buster Keaton,Comedy|Musical,7,907,1
Cassandra Peterson,Comedy|Music|Sci-Fi,6.2,922,1
Will Ferrell,Comedy|Music|Romance,6.2,8000,1
Ryan Guzman,Comedy|Music|Romance,5.3,3000,1
Nehemiah Persoff,Comedy|Music|Romance,8.3,105,1
Michael McKean,Comedy|Music|Romance,5.4,658,1
Matthew Emerick,Comedy|Music|Romance,7.1,431,1
Fisher Stevens,Comedy|Music|Romance,4.2,922,1
Brad Pitt,Comedy|Music|Romance,5.8,11000,1
Brad Garrett,Comedy|Music|Romance,6.5,799,1
Anna Kendrick,Comedy|Music|Romance,7.2,10000,1
Wesley Jonathan,Comedy|Music,3.4,592,1
Tim Meadows,Comedy|Music,6.7,553,1
Tia Carrere,Comedy|Music,7,1000,1
Steve Coogan,Comedy|Music,6.4,1000,1
Rosario Dawson,Comedy|Music,5.3,3000,1
Pink,Comedy|Music,6.4,836,1
Natasha Lyonne,Comedy|Music,6.8,1000,1
Miranda Cosgrove,Comedy|Music,7.1,2000,1
Michael McKean,Comedy|Music,7.3,658,1
Lemmy,Comedy|Music,6.1,268,1
Judy Greer,Comedy|Music,5.5,2000,1
Emma Stone,Comedy|Music,6.2,15000,1
Dolly Parton,Comedy|Music,5.7,1000,1
Danny Dyer,Comedy|Music,7.1,798,1
Damon Wayans,Comedy|Music,2.8,836,1
Anna Kendrick,Comedy|Music,6.5,10000,1
Ally Sheedy,Comedy|Music,6.1,793,1
Kimberley Crossman,Comedy|Horror|Thriller,8.7,467,1
Julianna Pitt,Comedy|Horror|Thriller,5.4,785,1
Jamie Lee Curtis,Comedy|Horror|Thriller,4.1,2000,1
Danny Dyer,Comedy|Horror|Thriller,6.6,798,1
Corbin Bernsen,Comedy|Horror|Thriller,6.1,1000,1
Brittany Daniel,Comedy|Horror|Thriller,5.6,861,1
Russell Tovey,Comedy|Horror|Sci-Fi|Thriller,6.3,796,1
Russell Hodgkinson,Comedy|Horror|Sci-Fi,5.1,199,1
Reba McEntire,Comedy|Horror|Sci-Fi,7.1,651,1
Meghan Ory,Comedy|Horror|Sci-Fi,4.6,889,1
Linnea Quigley,Comedy|Horror|Sci-Fi,7.3,862,2
Josh Hutcherson,Comedy|Horror|Sci-Fi,5.8,14000,1
Fay Masterson,Comedy|Horror|Sci-Fi,7,126,1
Dustin Milligan,Comedy|Horror|Sci-Fi,6.5,499,1
Taylor Negron,Comedy|Horror|Romance,5.1,1000,1
Cory Hardrict,Comedy|Horror|Romance,6.9,303,1
Susan Chambers,Comedy|Horror|Mystery|Thriller,6.8,138,1
Morgana O'Reilly,Comedy|Horror|Mystery,6.8,61,1
Lauren Ambrose,Comedy|Horror|Mystery,6.3,945,1
Bill Murray,Comedy|Horror|Musical|Sci-Fi,6.9,13000,1
Sarah Murphy-Dyson,Comedy|Horror|Musical,7,14,1
John Karyus,Comedy|Horror|Musical,6.2,907,1
Vincent Chimato,Comedy|Horror,3.5,685,1
Trenton Rostedt,Comedy|Horror,3.4,680,1
Steve Howey,Comedy|Horror,3.6,826,1
Steve Buscemi,Comedy|Horror,6.1,12000,1
Stephen McHattie,Comedy|Horror,5.7,413,1
Shannon Elizabeth,Comedy|Horror,5,1000,1
Peter Serafinowicz,Comedy|Horror,8,605,1
Peter McQuinn,Comedy|Horror,5.7,121,1
Molly C. Quinn,Comedy|Horror,4.3,707,1
Katrina Bowden,Comedy|Horror,7.6,948,1
Kane Hodder,Comedy|Horror,5.4,935,1
Justin Chon,Comedy|Horror,4.6,552,1
Joel David Moore,Comedy|Horror,5.7,936,1
Grace Phipps,Comedy|Horror,6.4,596,1
Clifton Collins Jr.,Comedy|Horror,5,968,1
Bj?rn Sundquist,Comedy|Horror,6.4,35,1
Bill Johnson,Comedy|Horror,5.5,237,1
Adam Scott,Comedy|Horror,5.5,3000,1
Romain Duris,Comedy|History,7.3,809,1
Jack McBrayer,Comedy|Fantasy|Thriller,6.4,975,1
Christian Clavier,Comedy|Fantasy|Sci-Fi,7,106,1
Bridgette Wilson-Sampras,Comedy|Fantasy|Sci-Fi,5.8,545,1
Brian Doyle-Murray,Comedy|Fantasy|Sci-Fi,5,484,1
Tom Hanks,Comedy|Fantasy|Romance,6.2,15000,1
Stephen Root,Comedy|Fantasy|Romance,5.2,939,1
Samaire Armstrong,Comedy|Fantasy|Romance,5.3,806,1
Maura Tierney,Comedy|Fantasy|Romance,6.8,509,1
Kurt Fuller,Comedy|Fantasy|Romance,7.7,617,1
Judy Greer,Comedy|Fantasy|Romance,6.4,2000,1
Jon Heder,Comedy|Fantasy|Romance,6.7,970,1
Jennifer Garner,Comedy|Fantasy|Romance,6.25,6000,2
Hugh Jackman,Comedy|Fantasy|Romance,6.4,20000,1
Harold Perrineau,Comedy|Fantasy|Romance,5.3,1000,1
Brendan Fraser,Comedy|Fantasy|Romance,6,3000,1
Bill Murray,Comedy|Fantasy|Romance,8.1,13000,1
Daniel Roebuck,Comedy|Fantasy|Mystery,7.2,1000,1
Kate Maberly,Comedy|Fantasy|Musical|Sci-Fi,5.7,416,1
Vivica A. Fox,Comedy|Fantasy|Horror|Thriller,6.2,890,1
Ted Raimi,Comedy|Fantasy|Horror|Thriller,7.8,634,1
Julian Sands,Comedy|Fantasy|Horror|Thriller,6.3,687,1
Johnny Depp,Comedy|Fantasy|Horror|Thriller,4.85,80000,2
Jess Weixler,Comedy|Fantasy|Horror|Thriller,5.4,386,1
Jason Flemyng,Comedy|Fantasy|Horror|Thriller,4.9,1000,1
George Kennedy,Comedy|Fantasy|Horror|Thriller,6,3000,1
John Witherspoon,Comedy|Fantasy|Horror|Romance,4.5,723,1
Alexis Arquette,Comedy|Fantasy|Horror|Romance,5.3,285,1
Alden Ehrenreich,Comedy|Fantasy|Horror|Mystery,4.8,1000,1
Tony Doupe,Comedy|Fantasy|Horror|Musical,4.7,361,1
Ted Danson,Comedy|Fantasy|Horror,6.9,1750,2
Phoebe Cates,Comedy|Fantasy|Horror,7.2,767,1
Patricia Tallman,Comedy|Fantasy|Horror,7.6,901,1
Johnny Depp,Comedy|Fantasy|Horror,6.2,40000,1
J.K. Simmons,Comedy|Fantasy|Horror,5.1,24000,1
Haley Ramm,Comedy|Fantasy|Horror,5.8,353,1
Dianne Wiest,Comedy|Fantasy|Horror,7.2,967,1
Christopher Lee,Comedy|Fantasy|Horror,6.3,16000,1
Bruce Willis,Comedy|Fantasy|Horror,6.4,13000,1
Adam Scott,Comedy|Fantasy|Horror,6.2,3000,1
Ted Raimi,Comedy|Fantasy,6.3,634,1
Salma Hayek,Comedy|Fantasy,6.7,4000,1
Ryan Reynolds,Comedy|Fantasy,6.4,16000,1
Mila Kunis,Comedy|Fantasy,7,15000,1
John Astin,Comedy|Fantasy,3.2,641,1
Jennifer Jason Leigh,Comedy|Fantasy,7.3,1000,1
Hector Elizondo,Comedy|Fantasy,6.2,995,1
Essence Atkins,Comedy|Fantasy,5.1,713,1
David Hewlett,Comedy|Fantasy,6.3,686,1
Chriss Anglin,Comedy|Fantasy,4.3,885,1
Chazz Palminteri,Comedy|Fantasy,5.4,979,1
Channing Tatum,Comedy|Fantasy,6.7,17000,1
Catherine O'Hara,Comedy|Fantasy,7.5,925,1
Ashley Rickards,Comedy|Fantasy,4.7,986,1
Anjelica Huston,Comedy|Fantasy,6.8,1000,1
Adam Sandler,Comedy|Fantasy,5.3,11000,1
Dwayne Johnson,Comedy|Family|Sport,6.2,12000,1
Ana de la Reguera,Comedy|Family|Sport,5.7,678,1
Steven Anthony Lawrence,Comedy|Family|Sci-Fi,4.9,1000,1
Scott Baio,Comedy|Family|Sci-Fi,1.9,650,1
Robin Williams,Comedy|Family|Sci-Fi,5.2,49000,1
Joseph Gordon-Levitt,Comedy|Family|Sci-Fi,7.8,23000,1
Jiao Xu,Comedy|Family|Sci-Fi,6.5,46,1
Josh Hutcherson,Comedy|Family|Romance|Sport,5.6,14000,1
Taylor Negron,Comedy|Family|Romance|Sci-Fi,3.6,1000,1
Saif Ali Khan,Comedy|Family|Romance,5.4,532,1
Rosario Dawson,Comedy|Family|Romance,5.2,3000,1
Nia Vardalos,Comedy|Family|Romance,6.35,1134,2
Jerry Stiller,Comedy|Family|Romance,4.1,719,1
Jamie Lee Curtis,Comedy|Family|Romance,5.8,2000,1
Doug Brochu,Comedy|Family|Romance,6.1,254,1
Devin Ratray,Comedy|Family|Romance,5.9,1000,1
Dan Byrd,Comedy|Family|Romance,5.9,1000,1
Brendan Fraser,Comedy|Family|Romance,3.8,3000,1
Ben Feldman,Comedy|Family|Romance,5.5,1000,1
Anne Hathaway,Comedy|Family|Romance,5.95,22000,2
William Hurt,Comedy|Family|Musical|Romance|Short,7.1,882,1
Colin Firth,Comedy|Family|Musical|Romance,6.3,14000,1
Adam Garcia,Comedy|Family|Music|Romance,4.6,811,1
Haley Joel Osment,Comedy|Family|Music|Musical,4,3000,1
Jason Flemyng,Comedy|Family|Music,3.3,1000,1
Brenda Song,Comedy|Family|Fantasy|Sport,5.1,1000,1
Christian Clavier,Comedy|Family|Fantasy|Sci-Fi,6,106,1
Tammin Sursok,Comedy|Family|Fantasy|Romance,5.3,836,1
Peter Dinklage,Comedy|Family|Fantasy|Romance,6.9,22000,1
Dania Ramirez,Comedy|Family|Fantasy|Romance,4.3,1000,1
Anne Hathaway,Comedy|Family|Fantasy|Romance,6.3,11000,1
Adam Sandler,Comedy|Family|Fantasy|Romance,6.1,11000,1
Ed Wynn,Comedy|Family|Fantasy|Musical,7.8,382,1
Jamie Lee Curtis,Comedy|Family|Fantasy|Music|Romance,6.1,2000,1
Marsha Thomason,Comedy|Family|Fantasy|Horror|Mystery,4.9,691,1
Vinessa Shaw,Comedy|Family|Fantasy,6.7,580,1
Steve Buscemi,Comedy|Family|Fantasy,6.4,12000,1
Robert Downey Jr.,Comedy|Family|Fantasy,4.4,21000,1
Raven-Symon?,Comedy|Family|Fantasy,4.6,1000,1
Oliver Platt,Comedy|Family|Fantasy,5.3,1000,1
Nate Richert,Comedy|Family|Fantasy,6.6,870,1
Mara Wilson,Comedy|Family|Fantasy,5.4,1000,1
Madeline Carroll,Comedy|Family|Fantasy,6,1000,1
Judge Reinhold,Comedy|Family|Fantasy,5.5,901,1
Jonathan Winters,Comedy|Family|Fantasy,4.8,924,1
Jimmy Bennett,Comedy|Family|Fantasy,5.15,174000,2
Jamie Kennedy,Comedy|Family|Fantasy,2.2,490,1
Haley Joel Osment,Comedy|Family|Fantasy,5.3,3000,1
Eric Idle,Comedy|Family|Fantasy,6,795,1
Elizabeth Montgomery,Comedy|Family|Fantasy,7.6,1000,1
Daniel Mays,Comedy|Family|Fantasy,6.1,287,1
Colin Firth,Comedy|Family|Fantasy,6.6,14000,1
Clint Howard,Comedy|Family|Fantasy,6,1000,1
Bruce Willis,Comedy|Family|Fantasy,6.1,13000,1
Zack Ward,Comedy|Family,8.1,662,1
Zachary Gordon,Comedy|Family,6.5,1950,2
Will Ferrell,Comedy|Family,6.1,8000,1
Tom Welling,Comedy|Family,5.8,3000,1
Robin Williams,Comedy|Family,5.4,49000,1
Rasheed Naz,Comedy|Family,7,7,1
Paul Walker,Comedy|Family,3.9,23000,1
Matthew Broderick,Comedy|Family,4.9,2000,1
Macaulay Culkin,Comedy|Family,6.35,6000,2
Lucille Ball,Comedy|Family,7.2,6000,1
Louise Bourgoin,Comedy|Family,7.2,295,1
Lochlyn Munro,Comedy|Family,2.9,555,1
Lily Atkinson,Comedy|Family,6.3,328,1
Jim Belushi,Comedy|Family,5.4,854,1
Jennifer Esposito,Comedy|Family,3.3,911,1
Jamie Lee Curtis,Comedy|Family,5.2,2000,1
Jackie Gleason,Comedy|Family,8.7,491,1
Emma Stone,Comedy|Family,4.2,15000,1
Don Cheadle,Comedy|Family,5.4,3000,1
Chlo? Grace Moretz,Comedy|Family,6.2,17000,1
Brendan Fraser,Comedy|Family,3.8,3000,1
Bella Thorne,Comedy|Family,6.2,35000,1
Bailee Madison,Comedy|Family,6.1,3000,1
Anjelica Huston,Comedy|Family,5.5,1000,1
Lily Tomlin,Comedy|Drama|War,6.9,718,1
John Heard,Comedy|Drama|War,7,697,1
David Ogden Stiers,Comedy|Drama|War,8.4,443,1
Bob Newhart,Comedy|Drama|War,7.2,643,1
Matthew Broderick,Comedy|Drama|Thriller,6,2000,1
Christopher Lambert,Comedy|Drama|Thriller,6.5,1000,1
Willie Garson,Comedy|Drama|Sport,5.4,512,1
Tom Hanks,Comedy|Drama|Sport,7.2,15000,1
Scott Grimes,Comedy|Drama|Sport,6.7,738,1
Jeff Bridges,Comedy|Drama|Sport,6.4,12000,1
Jason Statham,Comedy|Drama|Sport,6.5,26000,1
Campbell Scott,Comedy|Drama|Sport,7.6,393,1
Robin Williams,Comedy|Drama|Sci-Fi,6.8,49000,1
Natascha McElhone,Comedy|Drama|Sci-Fi,8.1,2000,1
Michael Rapaport,Comedy|Drama|Sci-Fi,6.9,975,1
Joe Morton,Comedy|Drama|Sci-Fi,7.9,780,1
Slim Pickens,Comedy|Drama|Romance|Western,7.3,575,1
Julia Jentsch,Comedy|Drama|Romance|War,7.4,61,1
Robin Williams,Comedy|Drama|Romance|Thriller,6.2,49000,1
Adam Sandler,Comedy|Drama|Romance|Thriller,7.3,11000,1
Vivica A. Fox,Comedy|Drama|Romance|Sport,4.5,890,1
Tom Cruise,Comedy|Drama|Romance|Sport,7.3,10000,1
Scout Taylor-Compton,Comedy|Drama|Romance|Sport,5.7,908,1
Robert Baker,Comedy|Drama|Romance|Sport,6,142,1
Paul Walker,Comedy|Drama|Romance|Sport,6.4,23000,1
Molly Parker,Comedy|Drama|Romance|Sport,6,611,1
Marc Blucas,Comedy|Drama|Romance|Sport,4.9,973,1
Justin Theroux,Comedy|Drama|Romance|Sport,7,1000,1
Jimmy Fallon,Comedy|Drama|Romance|Sport,6.2,787,1
Don Johnson,Comedy|Drama|Romance|Sport,6.3,982,1
Bob Hoskins,Comedy|Drama|Romance|Sport,7.1,5000,1
Bernie Mac,Comedy|Drama|Romance|Sport,5.5,1000,1
Archie Panjabi,Comedy|Drama|Romance|Sport,6.7,883,1
Alicja Bachleda,Comedy|Drama|Romance|Sport,7.4,289,1
Maeve Dermody,Comedy|Drama|Romance|Sci-Fi,6.1,130,1
Brendan Fraser,Comedy|Drama|Romance|Sci-Fi,6.6,3000,1
Zo? Kravitz,Comedy|Drama|Romance,6.75,1886,2
Yaya DaCosta,Comedy|Drama|Romance,5.7,712,1
Yasmine Al Massri,Comedy|Drama|Romance,7.2,227,1
Woody Allen,Comedy|Drama|Romance,6.4,11000,1
Will Ferrell,Comedy|Drama|Romance,5.5,8000,1
Warren Beatty,Comedy|Drama|Romance,6.8,631,1
Vidya Balan,Comedy|Drama|Romance,8.2,464,1
Vanessa Redgrave,Comedy|Drama|Romance,6.5,898,1
Topher Grace,Comedy|Drama|Romance,6.3,2000,1
Tom Wilkinson,Comedy|Drama|Romance,7.2,1000,1
Tom Hanks,Comedy|Drama|Romance,6.3,30000,2
Tom Burke,Comedy|Drama|Romance,6.2,201,1
Tina Fey,Comedy|Drama|Romance,5.7,2000,1
Taran Killam,Comedy|Drama|Romance,7.2,500,1
Steve Buscemi,Comedy|Drama|Romance,6.433333333,36000,3
Stephen Root,Comedy|Drama|Romance,6.2,939,1
Stephen Collins,Comedy|Drama|Romance,5.7,452,1
Sook-Yin Lee,Comedy|Drama|Romance,6.5,71,1
Shiri Appleby,Comedy|Drama|Romance,6.1,855,1
Shelley Conn,Comedy|Drama|Romance,5.3,273,1
Shawna Waldron,Comedy|Drama|Romance,6.8,524,1
Sharon Small,Comedy|Drama|Romance,7.1,66,1
Shari Albert,Comedy|Drama|Romance,6.6,138,1
Shailene Woodley,Comedy|Drama|Romance,7.1,8000,1
Scott Cohen,Comedy|Drama|Romance,6.7,378,1
Scarlett Johansson,Comedy|Drama|Romance,6.5,19000,1
Sara Forestier,Comedy|Drama|Romance,7.2,74,1
Salma Hayek,Comedy|Drama|Romance,5,4000,1
Saeed Jaffrey,Comedy|Drama|Romance,6.35,228,2
Ryan Reynolds,Comedy|Drama|Romance,6.95,32000,2
Ryan Gosling,Comedy|Drama|Romance,7.4,66000,2
Rosario Dawson,Comedy|Drama|Romance,4.9,3000,1
Romola Garai,Comedy|Drama|Romance,8.2,805,1
Robert Downey Jr.,Comedy|Drama|Romance,6.8,42000,2
Richard Lawson,Comedy|Drama|Romance,5.5,508,1
Riccardo Scamarcio,Comedy|Drama|Romance,7.3,580,1
Raoul Bova,Comedy|Drama|Romance,6.7,727,1
Purva Bedi,Comedy|Drama|Romance,6.7,250,1
Philip Seymour Hoffman,Comedy|Drama|Romance,7.1,44000,2
Peter Gallagher,Comedy|Drama|Romance,7.5,828,1
Orlando Bloom,Comedy|Drama|Romance,6.4,5000,1
Omar Epps,Comedy|Drama|Romance,6.55,1730,2
Olivia Wilde,Comedy|Drama|Romance,6.6,20000,2
Ohad Knoller,Comedy|Drama|Romance,7.3,53,1
Nora Dunn,Comedy|Drama|Romance,4.3,142,1
Noah Bean,Comedy|Drama|Romance,6.5,293,1
Nicole Beharie,Comedy|Drama|Romance,5.7,898,1
Nicole Ari Parker,Comedy|Drama|Romance,6.5,360,1
Natalie Portman,Comedy|Drama|Romance,6.8,20000,1
Naseeruddin Shah,Comedy|Drama|Romance,7.4,307,1
Mo'Nique,Comedy|Drama|Romance,5.3,940,1
Miriam Margolyes,Comedy|Drama|Romance,7.1,405,1
Minnie Driver,Comedy|Drama|Romance,6.9,893,1
Mila Kunis,Comedy|Drama|Romance,7.2,15000,1
Michael Kelly,Comedy|Drama|Romance,4.7,963,1
Michael Jai White,Comedy|Drama|Romance,4.4,2000,1
Meryl Streep,Comedy|Drama|Romance,6.566666667,33000,3
Mekhi Phifer,Comedy|Drama|Romance,6.1,1000,1
Matt Walsh,Comedy|Drama|Romance,6.3,490,1
Matt Damon,Comedy|Drama|Romance,7.3,13000,1
Mary-Kate Olsen,Comedy|Drama|Romance,7,976,1
Mary Lynn Rajskub,Comedy|Drama|Romance,7,934,1
Mark Valley,Comedy|Drama|Romance,4.7,774,1
Mark Duplass,Comedy|Drama|Romance,6.6,830,1
Marcello Mastroianni,Comedy|Drama|Romance,6.4,866,1
Madeline Carroll,Comedy|Drama|Romance,7.7,1000,1
Lupe Ontiveros,Comedy|Drama|Romance,7.7,625,1
